node_id,node_type,name,description,start_date,end_date,metadata
p204,Person,Oliver P. Smith,,"(1893-10-26)October 26, 1893Menard, Texas, U.S.","December 25, 1977(1977-12-25)(aged 84)Los Altos, California, U.S.","{""Nickname(s)"": ""\""O.P.\"", \""the professor\"", \""student general\"""", ""Buried"": ""Golden Gate National Cemetery"", ""Allegiance"": ""United States"", ""Branch"": ""United States Marine Corps"", ""Years of service"": ""1917–1955"", ""Rank"": ""General"", ""Commands"": ""Fleet Marine Force, AtlanticCamp PendletonAssistant Commandant USMC1st Marine Division5th Marine Regiment1st Battalion, 6th Marines"", ""Battles / wars"": ""Banana WarsHaitian interventionWorld War IIInvasion of IcelandBattle of Cape GloucesterBattle of PeleliuBattle of OkinawaKorean WarBattle of InchonSecond Battle of SeoulBattle of Chosin ReservoirBattles of Wonju"", ""Awards"": ""Distinguished Service CrossNavy Distinguished Service MedalArmy Distinguished Service MedalSilver StarLegion of Merit(2)Bronze Star MedalAir MedalEulji Order of Military Merit(2)"", ""Spouse(s)"": ""Esther Laurilla King Smith""}"
p205,Person,Sohn Won-yil,Sohn Won-yil,,,"{""Hangul"": ""손원일"", ""Hanja"": ""孫元一"", ""RR"": ""Son Wonil"", ""MR"": ""Son Wŏnil""}"
p206,Person,Shin Hyun-joon,Shin Hyun-joon,,,"{""Hangul"": ""신현준"", ""RR"": ""Sin Hyeonjun"", ""MR"": ""Sin Hyŏnjun""}"
p207,Person,Frank W. Milburn,,"(1892-01-11)January 11, 1892Jasper, Indiana, U.S.","October 25, 1962(1962-10-25)(aged 70)Missoula, Montana, U.S.","{""Nickname(s)"": ""\""Shrimp\""[1]"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1914–1952"", ""Rank"": ""Lieutenant general"", ""Service number"": ""0-3738"", ""Unit"": ""Infantry Branch"", ""Commands"": ""11th Infantry Regiment83rd Infantry DivisionXXI CorpsXXIII CorpsV Corps1st Infantry DivisionSeventh ArmyIX CorpsI Corps"", ""Battles / wars"": ""World War IWorld War IIOperation DragoonColmar PocketKorean WarBattle of Pusan Perimeter"", ""Awards"": ""Army Distinguished Service Medal(2)Silver Star(2)Legion of MeritBronze Star MedalOrder of Suvorov Second Class[2](Union of Soviet Socialist Republics)"", ""Signature"": """"}"
p208,Person,Earle E. Partridge,General Earle Everard Partridge,"(1900-07-07)July 7, 1900Winchendon, Massachusetts, US","September 7, 1990(1990-09-07)(aged 90)Jupiter, Florida, US","{""Allegiance"": ""United States of America"", ""Branch"": ""United States ArmyUnited States Air Force"", ""Years of service"": ""1918–1919, 1924–1947 (Army)1947–1959 (Air Force)"", ""Rank"": ""General"", ""Commands"": ""North American Air Defense CommandFar East Air ForcesAir Research and Development CommandFifth Air Force3rd Bomb Division"", ""Battles / wars"": ""World War IWorld War IIKorean War"", ""Awards"": ""Distinguished Service CrossDistinguished Service Medal(3)Silver StarLegion of MeritDistinguished Flying Cross(3)Bronze StarAir Medal(11)Belgian Croix de GuerreOrder of the BathFrench Croix de GuerreFrenchLegion of HonorOrder of Polonia RestitutaKorean Order of Military Merit"", ""Relations"": ""Wife - Katherine H PartridgeDaughter - Patricia E PartridgeDaughter - Kay B Partridge""}"
p209,Person,David G. Barr,Barr (left) presents Colonel David C. Erksine with theBronze Star Medal(1945),"(1895-06-16)June 16, 1895Nanafalia, Alabama, U.S.","September 26, 1970(1970-09-26)(aged 75)Falls Church, Virginia, U.S.","{""Place of Burial"": ""Arlington National Cemetery"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1917–1952"", ""Rank"": ""Major General"", ""Unit"": ""Armor Force6th Army GroupArmy Ground Forces"", ""Commands"": ""U.S. Army Armor School7th Infantry DivisionArmy Advisory Group, Nanking"", ""Battles / wars"": ""World War IWorld War IIChinese Civil WarKorean WarBattle of InchonBattle of the Chosin Reservoir"", ""Awards"": ""Distinguished Service CrossDistinguished Service Medal(3)Silver Star(2)Legion of MeritDistinguished Flying CrossAir Medal(4)"", ""Spouse(s)"": ""Vivian Louise Bell Barr""}"
p210,Person,John B. Coulter,"John B. Coulter, pictured here duringWorld War I.","April 27, 1891San Antonio, Texas, United States","March 6, 1983 (aged 91)Washington, D.C., United States","{""Buried"": ""Arlington National Cemetery,Virginia, United States"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1912–1952"", ""Rank"": ""Lieutenant General"", ""Unit"": ""Cavalry Branch"", ""Commands"": ""2nd Battalion,508th Pioneer Infantry Regiment4th Cavalry Regiment3rd Cavalry Brigade2nd Cavalry Division85th Infantry Division7th Infantry DivisionI CorpsXXIV CorpsIX Corps"", ""Battles / wars"": ""Pancho Villa ExpeditionWorld War IWorld War IIKorean War"", ""Awards"": ""Army Distinguished Service Medal(3)Silver Star(2)Bronze StarDistinguished Flying CrossAir Medal""}"
p211,Person,Edward Almond,,"December 12, 1892Luray, Virginia, United States","June 11, 1979 (aged 86)San Antonio, Texas, United States","{""Birth name"": ""Edward Mallory Almond"", ""Nickname(s)"": ""\""Ned\"""", ""Buried"": ""Arlington National Cemetery, Virginia, United States"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1916–1953"", ""Rank"": ""Lieutenant general"", ""Service number"": ""0-4666"", ""Unit"": ""Infantry Branch"", ""Commands"": ""12th Machine Gun Battalion3rd Battalion,45th Infantry Regiment92nd Infantry Division2nd Infantry DivisionX CorpsUnited States Army War College"", ""Battles / wars"": ""World War IWorld War IIKorean War"", ""Awards"": ""Distinguished Service Cross(2)Army Distinguished Service Medal(2)Silver Star(2)Purple HeartEulji Order of Military Merit(2)""}"
p212,Person,Walton H. Walker,Walker in 1950,"(1889-12-03)3 December 1889Belton, Texas, United States","23 December 1950(1950-12-23)(aged 61)Dobong,Seoul, South Korea","{""Nickname(s)"": ""\""Johnnie Walker\"""", ""Buried"": ""Arlington National Cemetery,Virginia, United States"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1912–1950"", ""Rank"": ""General(posthumous)"", ""Service number"": ""0-3405"", ""Unit"": ""Infantry Branch"", ""Commands"": ""Eighth United States ArmyFifth United States ArmyEighth Service CommandXX Corps3rd Armored Division"", ""Battles / wars"": ""Banana WarsOccupation of VeracruzWorld War IWorld War IIOperation OverlordBattle of NormandyNormandy landingsSiegfried Line campaignBattle of MetzBattle of the BulgeCentral Europe campaignOccupation of JapanKorean WarBattle of Pusan Perimeter"", ""Awards"": ""Distinguished Service Cross(2)Army Distinguished Service Medal(2)Silver Star(3)Legion of MeritDistinguished Flying Cross(2)Bronze Star MedalAir Medal(12)Army Commendation MedalEulji Order of Military Merit(2)"", ""Relations"": ""GeneralSam S. Walker(son)""}"
p213,Person,Laurence B. Keiser,,"(1895-06-01)June 1, 1895Philadelphia, Pennsylvania, United States","October 20, 1969(1969-10-20)(aged 74)San Francisco, California, United States","{""Nickname(s)"": ""\""Dutch\"""", ""Buried"": ""United States Military Academy Post Cemetery,West Point,New York, United States"", ""Allegiance"": ""United States of America"", ""Branch"": ""United States Army"", ""Years of service"": ""1917 - 1953"", ""Rank"": ""Major General"", ""Commands"": ""2nd Infantry Division"", ""Battles / wars"": ""World War IWestern FrontWorld War IINorth African campaignItalian campaignKorean WarGreat Naktong OffensiveBattle of the Ch'ongch'on River"", ""Awards"": ""Silver StarLegion of Merit(2)""}"
p214,Person,Yu Jae-hung,,"(1921-08-03)3 August 1921Nagoya,Aichi,Japan","26 November 2011(2011-11-26)(aged 90)Seoul,South Korea","{""Allegiance"": ""Empire of JapanSouth Korea"", ""Branch"": ""Imperial Japanese ArmyRepublic of Korea Army"", ""Years of service"": ""1942-19451946-1960"", ""Rank"": ""CaptainLieutenant General"", ""Commands"": ""7th Infantry DivisionII CorpsIII CorpsRepublic of Korea ArmyDeputy Chief of Staff"", ""Battles / wars"": ""World War IIJeju uprisingKorean WarBattle of Pusan PerimeterBattle of PyongyangBattle of the Ch'ongch'on RiverChinese Spring Offensive"", ""Awards"": ""Legion of Merit(x2)"", ""Other work"": ""AmbassadorMinister of National Defense(1971-1973)""}"
p215,Person,Tahsin Yazıcı,"Brigadier Tahsin Yazıcı, commander of theTurkish Brigade(center) greets Lieutenant GeneralFrank W. Milburn, commander of US I Corps, upon his arrival at Brigade Headquarters, Korea, to attend a Turkish celebration on July 6, 1951.","1892Monastir,Ottoman Empire(nowBitola,North Macedonia)","(1971-02-11)February 11, 1971Ankara,Turkey","{""Allegiance"": ""Ottoman EmpireTurkey"", ""Years of service"": ""1912–1952"", ""Rank"": ""Major general"", ""Commands"": ""Turkish Brigade(Korea)"", ""Battles / wars"": ""World War ITurkish War of IndependenceKorean War"", ""Awards"": ""Silver Star"", ""Other work"": ""Memberof theGNAT(Istanbul)""}"
p216,Person,Basil Aubrey Coad,"Coad (left) with Lieutenant ColonelCharles Green, CO of the3rd Battalion, Royal Australian Regiment, atTaegu, Korea on 28 September 1950.","(1906-09-27)27 September 1906Portsmouth,Hampshire,England","26 March 1980(1980-03-26)(aged 73)Wiltshire, England","{""Allegiance"": ""United Kingdom"", ""Branch"": ""British Army"", ""Years of service"": ""1926–1957"", ""Rank"": ""Major General"", ""Service number"": ""34667"", ""Unit"": ""Wiltshire Regiment"", ""Commands"": ""2nd Division27th British Commonwealth Infantry Brigade30th Infantry Brigade2nd Battalion,Wiltshire Regiment130th Infantry Brigade5th Battalion,Dorset Regiment"", ""Battles / wars"": ""Arab revolt in PalestineSecond World WarKorean War"", ""Awards"": ""Companion of the Order of the BathCommander of the Order of the British EmpireDistinguished Service Order&BarOfficer of the Legion of Merit(United States)"", ""Other work"": ""Colonelof theWiltshire Regiment, later theDuke of Edinburgh's Royal RegimentDeputy LieutenantofWiltshire""}"
p217,Person,James H. Doyle,,"(1897-08-22)August 22, 1897Jamaica, Queens","February 1, 1981(1981-02-01)(aged 83)Oakland, California","{""Allegiance"": ""United States of America"", ""Branch"": ""United States Navy"", ""Years of service"": ""1919–1953"", ""Rank"": ""Vice Admiral"", ""Commands"": ""Amphibious Force, South PacificUSS PasadenaAmphibious Group 1"", ""Battles / wars"": ""World War IWorld War IIGuadalcanal CampaignSolomon Islands campaignPhilippines CampaignKorean WarBattle of Inchon"", ""Awards"": ""Navy Distinguished Service MedalSilver StarLegion of MeritBronze Star Medal"", ""Relations"": ""VADMJames H. Doyle Jr.(son)""}"
p218,Person,Matthew B. Ridgway,Ridgway in 1951,"Matthew Bunker Ridgway(1895-03-03)3 March 1895Fort Monroe,Virginia, U.S.","26 July 1993(1993-07-26)(aged 98)Fox Chapel, Pennsylvania, U.S.","{""President"": ""Harry S. Truman"", ""Preceded by"": ""Douglas MacArthur"", ""Succeeded by"": ""Mark W. Clark(as commander of theFar East Command)"", ""Resting place"": ""Arlington National Cemetery"", ""Awards"": ""Distinguished Service Cross(2)Army Distinguished Service Medal(4)Silver Star(2)Legion of Merit(2)Bronze Star Medalw/ Valor Device (2)Purple HeartPresidential Medal of FreedomCongressional Gold MedalTaegeuk Order of Military Merit"", ""Nickname(s)"": ""\""Matt\""\""Old Iron Tits\""[1][2][3]"", ""Allegiance"": ""United States"", ""Branch/service"": ""United States Army"", ""Years of service"": ""1917–1955"", ""Rank"": ""General"", ""Unit"": ""Infantry Branch"", ""Commands"": ""Chief of Staff of the United States ArmySupreme Allied Commander EuropeSupreme Commander for the Allied PowersUnited Nations CommandEighth ArmyCaribbean CommandXVIII Airborne Corps82nd Airborne Division82nd Infantry Division15th Infantry Regiment""}"
p219,Person,Chang Do-yong,장도영張都暎,"(1923-01-23)23 January 1923Ryūsen-gun,Heianhoku-dō,Korea, Empire of Japan","3 August 2012(2012-08-03)(aged 89)Orlando,FloridaUnited States","{""Deputy"": ""Park Chung Hee"", ""Preceded by"": ""Hyun Suk-ho"", ""Succeeded by"": ""Shin Eung-gyu"", ""President"": ""Yun Po-sun"", ""Resting place"": ""Seoul National Cemetery"", ""Political party"": ""None(military regime)"", ""Spouse"": ""Baek Hyung-sook"", ""Children"": ""5 children"", ""Alma mater"": ""Imperial Japanese Army AcademyKorea Military Academy"", ""Religion"": ""Protestantism"", ""Allegiance"": ""Empire of JapanSouth Korea"", ""Branch/service"": ""Imperial Japanese Army(1944–1945)Republic of Korea Army(1945–8 August 1961)"", ""Years of service"": ""1944–1961"", ""Rank"": ""Lieutenant(Japan)Lieutenant General(South Korea)"", ""Hangul"": ""장도영"", ""Hanja"": ""張都暎"", ""RR"": ""Jang Doyeong"", ""MR"": ""Chang Toyŏng""}"
p220,Person,Thomas Brodie,,"(1903-11-20)20 November 1903Bellingham, Northumberland, England","1 September 1993(1993-09-01)(aged 89)Basingstoke,Hampshire, England","{""Allegiance"": ""United Kingdom"", ""Branch"": ""British Army"", ""Years of service"": ""1926–1957"", ""Rank"": ""Major General"", ""Service number"": ""34236"", ""Unit"": ""Cheshire Regiment"", ""Commands"": ""1st Infantry Division(1952–1955)29th Infantry Brigade(1949–1951)61st (Lorried) Infantry Brigade(1947–1948)1st Battalion,Cheshire Regiment(1946–1947)14th Airlanding Brigade(1944–1945)14th Infantry Brigade(1943–1944)2nd Battalion,Manchester Regiment(1942)"", ""Battles / wars"": ""Second World WarKorean WarThird Battle of SeoulBattle of the Imjin River"", ""Awards"": ""Companion of the Order of the BathCommander of the Order of the British EmpireDistinguished Service OrderMentioned in DespatchesSilver Star(2; United States)Officer of the Legion of Merit(United States)""}"
p221,Person,Bryant E. Moore,,"June 6, 1894Ellsworth, Maine, United States","February 24, 1951 (aged 56)nearYeoju County, South Korea[1]","{""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1917–1951"", ""Rank"": ""Major General"", ""Service number"": ""0-8633"", ""Unit"": ""Infantry Branch"", ""Commands"": ""164th Infantry Regiment8th Infantry Division88th Infantry DivisionUnited States Military AcademyIX Corps"", ""Battles / wars"": ""World War IWorld War IIGuadalcanal campaignSiegfried Line campaignInvasion of GermanyKorean WarOperation ThunderboltOperation Killer†"", ""Awards"": ""Army Distinguished Service Medal(3)Silver Star(2)Legion of MeritBronze Star(2)""}"
p222,Person,Clark L. Ruffner,General Clark Louis Ruffner,"(1903-01-12)12 January 1903Buffalo, New York","26 July 1982(1982-07-26)(aged 79)Washington, D.C.","{""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1924–1962"", ""Rank"": ""General"", ""Commands"": ""Third United States Army2nd Armored DivisionUnited States Army, Pacific2nd Infantry Division"", ""Battles / wars"": ""World War IIKorean War"", ""Awards"": ""Distinguished Service CrossArmy Distinguished Service Medal(3)Silver Star(2)Legion of Merit(2)Bronze Star Medal""}"
p223,Person,Bryant Moore,,"June 6, 1894Ellsworth, Maine, United States","February 24, 1951 (aged 56)nearYeoju County, South Korea[1]","{""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1917–1951"", ""Rank"": ""Major General"", ""Service number"": ""0-8633"", ""Unit"": ""Infantry Branch"", ""Commands"": ""164th Infantry Regiment8th Infantry Division88th Infantry DivisionUnited States Military AcademyIX Corps"", ""Battles / wars"": ""World War IWorld War IIGuadalcanal campaignSiegfried Line campaignInvasion of GermanyKorean WarOperation ThunderboltOperation Killer†"", ""Awards"": ""Army Distinguished Service Medal(3)Silver Star(2)Legion of MeritBronze Star(2)""}"
p224,Person,Frank S. Bowen,Major General Frank S. Bowen Jr.,"(1905-03-04)March 4, 1905Fort McKinley,Manila, Philippines","September 24, 1976(1976-09-24)(aged 71)Moncrief Army Hospital,Columbia, South Carolina","{""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1926–1964"", ""Rank"": ""Major General"", ""Commands"": ""XII CorpsMilitary Assistance Advisory Group China101st Airborne Division6th Armored Division187th Airborne Infantry Regiment"", ""Battles / wars"": ""World War IIKorean War"", ""Awards"": ""Distinguished Service Cross(2)Army Distinguished Service Medal(3)Silver Star(4)Legion of MeritBronze Star MedalAir MedalPurple HeartArmy Commendation RibbonAmerican Presidential Unit CitationYangtze Patrol (Navy)Asiatic Pacific with ArrowheadKorean Service with ArrowheadWWII Victory Ribbon"", ""Spouse(s)"": ""Elizabeth Kelly Bowen""}"
p225,Person,William M. Hoge,,"(1894-01-13)13 January 1894Boonville, Missouri, US","29 October 1979(1979-10-29)(aged 85)Fort Leavenworth, Kansas, US","{""Nickname(s)"": ""\""Bill\"""", ""Buried"": ""Arlington National Cemetery"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1916–1955"", ""Rank"": ""General"", ""Service number"": ""0-4437"", ""Unit"": ""Corps of Engineers"", ""Commands"": ""United States Army EuropeSeventh ArmyFourth ArmyIX Corps4th Armored Division"", ""Battles / wars"": ""World War IWorld War IIKorean War"", ""Awards"": ""Distinguished Service CrossArmy Distinguished Service Medal(3)Silver Star(2)Legion of MeritBronze StarPurple HeartAir Medal"", ""Other work"": ""Chairman of the Board, Interlake Iron Corporation""}"
